window,timestamp_s,predicted_class,confidence,p_clean,p_jam_am,p_jam_chirp,p_jam_dme,p_jam_fm,p_jam_narrowband,p_spoof_dynamic,p_spoof_matched_time,p_spoof_overpowered_gradual,p_spoof_overpowered_instant,p_spoof_position_push,preproc_gpu_ms,infer_gpu_ms,pipeline_ms
2621,139.033,clean,0.544888,0.544888,0.002470,0.002690,0.032665,0.006072,0.019343,0.114882,0.008957,0.023968,0.207674,0.036390,17.586,4.539,22.607
2622,139.087,clean,0.585702,0.585702,0.002319,0.004828,0.010878,0.004873,0.037298,0.071202,0.007602,0.022726,0.218182,0.034390,17.397,4.457,22.454
2623,139.139,clean,0.594265,0.594265,0.002211,0.003789,0.012973,0.004664,0.030680,0.082160,0.006520,0.023491,0.205521,0.033726,17.344,4.502,22.448
2624,139.191,clean,0.544908,0.544908,0.002494,0.003097,0.024596,0.005920,0.023030,0.101856,0.008126,0.025554,0.223635,0.036783,17.558,4.533,22.620
2625,139.243,clean,0.624998,0.624998,0.001979,0.004023,0.009197,0.004108,0.037145,0.069479,0.006416,0.021851,0.186963,0.033841,17.642,4.484,22.716
2626,139.296,clean,0.580300,0.580300,0.002362,0.004051,0.014333,0.005065,0.031501,0.081221,0.008719,0.022264,0.212519,0.037664,17.353,4.503,22.341
2627,139.348,clean,0.527231,0.527231,0.002442,0.002690,0.034334,0.006374,0.017546,0.114411,0.009614,0.023582,0.225567,0.036209,17.527,4.506,22.527
2628,139.399,clean,0.494755,0.494755,0.002792,0.002778,0.048682,0.007690,0.015980,0.115674,0.011941,0.023846,0.242300,0.033563,16.908,4.452,21.958
2629,139.451,clean,0.557338,0.557338,0.002478,0.003341,0.019768,0.005444,0.025175,0.097294,0.007921,0.026186,0.217703,0.037352,17.581,4.458,22.568
2630,139.503,clean,0.575024,0.575024,0.002401,0.004699,0.011687,0.005052,0.036714,0.075347,0.008169,0.023917,0.220387,0.036602,17.637,4.468,22.719
2631,139.555,clean,0.566887,0.566887,0.002365,0.004444,0.012251,0.004744,0.030933,0.075907,0.008111,0.022603,0.236121,0.035632,17.196,4.488,22.213
2632,139.607,clean,0.514377,0.514377,0.002875,0.004010,0.023074,0.006355,0.025895,0.092764,0.011489,0.024218,0.257205,0.037739,17.624,4.486,22.595
2633,139.659,clean,0.575855,0.575855,0.001968,0.004705,0.008144,0.003897,0.031071,0.064881,0.006143,0.019694,0.255004,0.028638,17.371,4.448,22.362
2634,139.712,clean,0.556338,0.556338,0.002212,0.003912,0.013389,0.004768,0.026408,0.078089,0.007918,0.021594,0.250947,0.034424,17.123,4.457,22.076
2635,139.764,clean,0.562535,0.562535,0.002339,0.003792,0.017033,0.005631,0.029252,0.085700,0.009348,0.022858,0.224154,0.037357,16.823,4.475,21.788
2636,139.816,clean,0.489101,0.489101,0.002786,0.003863,0.023676,0.006256,0.021206,0.096413,0.011123,0.024715,0.284086,0.036775,17.415,4.457,22.364
2637,139.867,clean,0.642702,0.642702,0.001771,0.003855,0.007501,0.003771,0.038630,0.064333,0.005756,0.019824,0.179528,0.032331,16.879,4.461,21.890
2638,139.919,clean,0.547404,0.547404,0.002554,0.003228,0.023785,0.005661,0.022644,0.098767,0.009580,0.023961,0.223866,0.038551,17.182,4.454,22.129
2639,139.970,clean,0.609930,0.609930,0.002282,0.004320,0.011095,0.004495,0.036641,0.074834,0.007345,0.023200,0.190974,0.034884,17.509,4.482,22.565
2640,140.022,clean,0.563180,0.563180,0.002659,0.004113,0.017293,0.005651,0.031235,0.086438,0.009593,0.024425,0.215192,0.040222,17.277,4.459,22.227
2641,140.074,clean,0.609537,0.609537,0.002092,0.003452,0.014690,0.004686,0.028980,0.083733,0.007642,0.021516,0.189526,0.034147,17.217,4.449,22.155
2642,140.126,clean,0.535712,0.535712,0.002870,0.003990,0.021741,0.005974,0.026755,0.096646,0.009313,0.025835,0.231221,0.039944,17.511,4.490,22.574
2643,140.177,clean,0.555264,0.555264,0.002527,0.003448,0.019431,0.005398,0.025035,0.097439,0.006812,0.025334,0.221375,0.037936,17.300,4.468,22.301
2644,140.229,clean,0.624469,0.624469,0.001861,0.004595,0.007000,0.003753,0.041563,0.063764,0.005473,0.019379,0.196851,0.031292,17.435,4.501,22.444
2645,140.286,clean,0.541666,0.541666,0.002684,0.003500,0.024278,0.006637,0.028852,0.096255,0.009868,0.025672,0.219459,0.041129,17.890,4.513,22.932
2646,140.338,clean,0.573039,0.573039,0.002435,0.004334,0.014007,0.005359,0.033847,0.080596,0.007742,0.024230,0.216977,0.037433,17.828,4.523,22.908
2647,140.390,clean,0.589572,0.589572,0.002351,0.004283,0.012124,0.004928,0.036030,0.080297,0.007050,0.024004,0.200311,0.039049,17.541,4.465,22.569
2648,140.442,clean,0.562555,0.562555,0.002253,0.003459,0.016563,0.005032,0.024572,0.087501,0.007378,0.023326,0.233109,0.034251,17.630,4.443,22.679
2649,140.495,clean,0.594480,0.594480,0.002269,0.004551,0.010183,0.004721,0.040404,0.072965,0.007365,0.023321,0.202437,0.037304,17.936,4.444,22.834
2650,140.548,clean,0.590729,0.590729,0.001908,0.003888,0.010609,0.004298,0.029600,0.071968,0.006929,0.020012,0.229776,0.030284,17.363,4.506,22.353
2651,140.599,clean,0.607115,0.607115,0.001790,0.004899,0.006169,0.003486,0.036745,0.059437,0.005627,0.018909,0.227468,0.028356,17.433,4.495,22.380
2652,140.652,clean,0.565566,0.565566,0.002324,0.004547,0.011714,0.004920,0.034252,0.075128,0.008046,0.023273,0.233964,0.036264,17.416,4.454,22.357
2653,140.705,clean,0.529185,0.529185,0.002627,0.002956,0.034671,0.006506,0.018974,0.111643,0.010739,0.023930,0.222426,0.036344,17.381,4.462,22.392
2654,140.758,clean,0.612924,0.612924,0.002073,0.004422,0.009243,0.004232,0.037603,0.066678,0.007376,0.020637,0.201208,0.033603,17.264,4.453,22.266
2655,140.809,clean,0.597317,0.597317,0.002129,0.004274,0.010107,0.004484,0.036322,0.071116,0.007278,0.022515,0.210175,0.034284,17.154,4.505,22.147
2656,140.861,clean,0.546438,0.546438,0.002430,0.003396,0.022813,0.006019,0.024903,0.090584,0.009857,0.023388,0.237085,0.033087,17.236,4.469,22.239
2657,140.914,clean,0.524161,0.524161,0.002699,0.002978,0.035545,0.006994,0.020464,0.115602,0.011736,0.025807,0.215639,0.038375,18.093,4.474,23.103
2658,140.965,clean,0.588454,0.588454,0.002135,0.003315,0.015363,0.004679,0.026231,0.085450,0.007002,0.022185,0.212697,0.032490,17.167,4.443,22.107
2659,141.017,clean,0.505267,0.505267,0.002754,0.002871,0.040046,0.007287,0.018528,0.117500,0.012185,0.024833,0.229698,0.039030,17.257,4.463,22.242
2660,141.069,clean,0.527817,0.527817,0.002404,0.002732,0.032933,0.006283,0.017945,0.110697,0.010165,0.022720,0.232897,0.033407,17.241,4.465,22.356
2661,141.121,clean,0.606657,0.606657,0.002145,0.004396,0.010204,0.004665,0.038529,0.071028,0.007315,0.023482,0.196225,0.035354,17.384,4.462,22.369
2662,141.173,clean,0.523889,0.523889,0.002523,0.002732,0.037715,0.006934,0.018350,0.113400,0.010941,0.024367,0.221884,0.037264,17.315,4.456,22.308
2663,141.225,clean,0.564570,0.564570,0.002585,0.003899,0.017933,0.005453,0.028827,0.089147,0.009402,0.023744,0.216922,0.037518,17.736,4.502,22.734
2664,141.277,clean,0.510425,0.510425,0.002562,0.002636,0.042755,0.007465,0.016959,0.115242,0.011153,0.023859,0.231880,0.035064,17.265,4.470,22.226
2665,141.330,clean,0.533362,0.533362,0.002509,0.003171,0.025842,0.006001,0.022283,0.101193,0.009656,0.024137,0.235214,0.036632,17.798,4.509,22.840
2666,141.382,clean,0.529096,0.529096,0.002654,0.003027,0.033020,0.006720,0.021770,0.108972,0.010512,0.024303,0.224670,0.035256,17.496,4.529,22.590
2667,141.435,clean,0.517624,0.517624,0.002300,0.002370,0.045436,0.006963,0.014265,0.105844,0.010579,0.020348,0.243952,0.030318,17.104,4.536,22.127
2668,141.487,clean,0.572976,0.572976,0.002599,0.004311,0.015193,0.005529,0.035115,0.082523,0.008974,0.025469,0.210076,0.037235,17.258,4.475,22.264
2669,141.539,clean,0.614432,0.614432,0.002038,0.004622,0.008287,0.004046,0.037811,0.065664,0.006775,0.020805,0.202715,0.032804,17.487,4.461,22.489
2670,141.592,clean,0.564323,0.564323,0.002616,0.003929,0.018531,0.005865,0.031743,0.086635,0.010330,0.023387,0.211088,0.041553,17.589,4.501,22.572
2671,141.645,clean,0.508204,0.508204,0.002935,0.003073,0.042023,0.007703,0.020729,0.120470,0.012605,0.025747,0.218741,0.037770,17.609,4.470,22.624
2672,141.698,clean,0.509582,0.509582,0.002483,0.002456,0.048031,0.007648,0.015409,0.105250,0.012411,0.022729,0.241600,0.032401,17.180,4.471,22.205
2673,141.750,clean,0.547985,0.547985,0.002576,0.003380,0.022292,0.005699,0.023635,0.097386,0.008431,0.025277,0.225391,0.037950,17.351,4.518,22.410
2674,141.802,clean,0.570717,0.570717,0.002556,0.004204,0.016745,0.005473,0.032825,0.085959,0.008663,0.024280,0.211849,0.036729,17.334,4.459,22.327
2675,141.858,clean,0.592049,0.592049,0.002125,0.004258,0.010265,0.004382,0.034348,0.075879,0.006521,0.022027,0.214133,0.034012,17.778,4.503,22.794
2676,141.910,clean,0.533935,0.533935,0.002515,0.003126,0.030301,0.007029,0.024290,0.104616,0.010291,0.024184,0.225627,0.034088,17.594,4.480,22.599
2677,141.963,clean,0.524590,0.524590,0.002788,0.003218,0.029737,0.006549,0.022837,0.106949,0.011615,0.025524,0.228742,0.037451,17.734,4.486,22.762
2678,142.015,clean,0.607799,0.607799,0.002026,0.004543,0.008626,0.004271,0.039170,0.068735,0.006463,0.021247,0.203450,0.033669,17.483,4.602,22.577
2679,142.067,clean,0.583928,0.583928,0.002128,0.003511,0.013890,0.004647,0.027450,0.086519,0.006205,0.023120,0.215352,0.033251,17.457,4.490,22.493
2680,142.121,clean,0.517583,0.517583,0.002543,0.002972,0.034889,0.006920,0.019645,0.113388,0.009937,0.023603,0.234791,0.033729,17.894,4.469,22.911
2681,142.174,clean,0.523625,0.523625,0.002473,0.003430,0.022073,0.005636,0.021269,0.098309,0.008488,0.023212,0.257569,0.033917,17.555,4.466,22.519
2682,142.227,clean,0.551495,0.551495,0.002327,0.003635,0.017199,0.005157,0.025257,0.087262,0.007766,0.022127,0.245070,0.032704,17.825,4.523,22.896
2683,142.279,clean,0.558595,0.558595,0.002271,0.004758,0.010565,0.004650,0.032187,0.071998,0.007187,0.021655,0.252277,0.033856,17.745,4.515,22.800
2684,142.331,clean,0.584058,0.584058,0.002017,0.004582,0.009168,0.004188,0.033305,0.065326,0.007668,0.019104,0.241307,0.029276,17.355,4.459,22.278
2685,142.384,clean,0.527013,0.527013,0.002718,0.004174,0.019887,0.006051,0.027652,0.087318,0.009962,0.024296,0.255061,0.035867,17.845,4.517,22.843
2686,142.436,clean,0.567049,0.567049,0.002170,0.003890,0.014188,0.005045,0.028452,0.078427,0.008789,0.020754,0.237273,0.033964,17.540,4.471,22.555
2687,142.489,clean,0.533976,0.533976,0.002926,0.003245,0.033634,0.007098,0.025035,0.106796,0.012165,0.026415,0.206860,0.041850,17.388,4.496,22.419
2688,142.541,clean,0.537133,0.537133,0.002598,0.002904,0.033226,0.006489,0.020480,0.110116,0.009807,0.024640,0.217366,0.035241,17.616,4.498,22.597
2689,142.593,clean,0.593134,0.593134,0.002240,0.003517,0.014838,0.004922,0.029591,0.082396,0.007619,0.023266,0.201085,0.037393,17.713,4.483,22.756
2690,142.645,clean,0.578271,0.578271,0.002144,0.003768,0.012716,0.004640,0.028942,0.080790,0.007120,0.022265,0.224393,0.034951,17.177,4.454,22.121
2691,142.697,clean,0.540658,0.540658,0.002586,0.003207,0.024695,0.006153,0.024226,0.101368,0.009513,0.026049,0.222996,0.038549,17.141,4.446,22.075
2692,142.749,clean,0.632523,0.632523,0.001867,0.004009,0.008566,0.003716,0.034790,0.068415,0.005831,0.019895,0.189137,0.031251,17.371,4.518,22.446
2693,142.801,clean,0.516119,0.516119,0.002430,0.002414,0.045112,0.007234,0.015480,0.110662,0.012232,0.021530,0.233404,0.033384,17.664,4.470,22.675
2694,142.853,clean,0.635924,0.635924,0.001891,0.004270,0.007330,0.003581,0.037286,0.064523,0.005884,0.020767,0.187625,0.030918,18.077,4.483,23.085
2695,142.905,clean,0.524228,0.524228,0.002672,0.002906,0.033957,0.007070,0.021624,0.111746,0.010895,0.026531,0.217876,0.040497,17.341,4.447,22.307
2696,142.957,clean,0.592979,0.592979,0.001992,0.003367,0.012525,0.004230,0.026096,0.078042,0.006741,0.020648,0.221127,0.032254,17.175,4.475,22.186
2697,143.009,clean,0.586850,0.586850,0.002267,0.003364,0.016218,0.004838,0.027193,0.090039,0.006608,0.023678,0.202844,0.036102,17.251,4.465,22.226
2698,143.061,clean,0.532116,0.532116,0.002321,0.002591,0.033465,0.006145,0.016816,0.109996,0.009728,0.022215,0.231682,0.032925,17.352,4.486,22.378
2699,143.113,clean,0.603537,0.603537,0.001968,0.003681,0.011325,0.004277,0.029336,0.077248,0.006466,0.021249,0.207921,0.032993,17.320,4.518,22.388
2700,143.165,clean,0.625739,0.625739,0.001906,0.004293,0.007799,0.003811,0.038906,0.066818,0.005847,0.021395,0.191876,0.031610,17.173,4.513,22.181
2701,143.218,clean,0.524936,0.524936,0.002721,0.003150,0.031780,0.006462,0.021139,0.109318,0.011430,0.025120,0.226013,0.037931,17.434,4.517,22.450
2702,143.271,clean,0.617331,0.617331,0.001827,0.004734,0.006137,0.003476,0.037650,0.063117,0.005378,0.020223,0.209064,0.031064,18.177,4.532,23.208
2703,143.326,clean,0.543080,0.543080,0.002670,0.003947,0.017550,0.005543,0.027343,0.093982,0.007935,0.026088,0.232254,0.039608,17.896,4.526,22.917
2704,143.379,clean,0.582658,0.582658,0.002483,0.004240,0.015416,0.005528,0.035960,0.081211,0.008593,0.023835,0.200614,0.039463,17.990,4.487,23.032
2705,143.432,clean,0.572708,0.572708,0.002375,0.003893,0.014522,0.005274,0.032227,0.085087,0.007488,0.024408,0.212750,0.039268,17.561,4.459,22.523
2706,143.487,clean,0.612472,0.612472,0.001976,0.003978,0.009578,0.004164,0.035404,0.072532,0.006498,0.021000,0.197766,0.034633,17.841,4.494,22.957
2707,143.540,clean,0.533434,0.533434,0.002663,0.003076,0.030143,0.006491,0.022331,0.106322,0.010086,0.025756,0.221830,0.037868,17.771,4.480,22.734
2708,143.592,clean,0.508416,0.508416,0.002862,0.002927,0.043296,0.007726,0.019611,0.117181,0.013443,0.025091,0.220975,0.038474,17.552,4.582,22.631
2709,143.645,clean,0.533932,0.533932,0.002672,0.003202,0.027818,0.006504,0.023767,0.102849,0.010268,0.026169,0.223582,0.039236,17.443,4.496,22.417
2710,143.695,clean,0.591231,0.591231,0.002030,0.003551,0.012296,0.004276,0.026179,0.082695,0.005866,0.022949,0.216505,0.032421,16.860,4.496,21.895
2711,143.747,clean,0.573362,0.573362,0.002254,0.003165,0.019033,0.005182,0.024462,0.090881,0.008410,0.023015,0.215599,0.034638,17.391,4.582,22.457
2712,143.799,clean,0.569098,0.569098,0.002324,0.004085,0.013794,0.005040,0.029729,0.085343,0.006878,0.024329,0.224288,0.035093,17.226,4.533,22.264
2713,143.850,clean,0.558282,0.558282,0.002366,0.002994,0.022994,0.005513,0.022186,0.099008,0.008310,0.023934,0.215065,0.039347,17.386,4.527,22.400
2714,143.901,clean,0.567203,0.567203,0.002355,0.004342,0.012999,0.004924,0.031715,0.079024,0.007766,0.022753,0.230718,0.036199,16.970,4.535,22.001
2715,143.953,clean,0.566690,0.566690,0.002474,0.004373,0.013658,0.005097,0.032265,0.077079,0.009165,0.023812,0.227785,0.037602,17.301,4.556,22.345
2716,144.005,clean,0.596378,0.596378,0.002163,0.003993,0.011753,0.004566,0.033369,0.075973,0.008051,0.021688,0.207657,0.034409,17.267,4.520,22.329
2717,144.057,clean,0.586456,0.586456,0.002259,0.004574,0.009913,0.004468,0.037193,0.075606,0.006396,0.023454,0.215301,0.034380,17.252,4.477,22.375
2718,144.109,clean,0.611196,0.611196,0.001972,0.004045,0.008964,0.003984,0.033311,0.074757,0.005737,0.021951,0.201797,0.032287,17.101,4.476,22.100
2719,144.161,clean,0.577778,0.577778,0.002245,0.003913,0.012939,0.004871,0.030696,0.082542,0.006611,0.023767,0.217955,0.036683,17.591,4.505,22.588
2720,144.215,clean,0.567143,0.567143,0.002449,0.003888,0.016724,0.005483,0.030668,0.082556,0.009415,0.022986,0.222327,0.036360,18.193,4.461,23.236
2721,144.267,clean,0.522726,0.522726,0.002576,0.003429,0.024657,0.006218,0.023112,0.096123,0.009718,0.023822,0.251602,0.036016,17.483,4.439,22.508
2722,144.322,clean,0.516169,0.516169,0.002647,0.003320,0.030733,0.006954,0.023173,0.104818,0.011187,0.023962,0.241115,0.035921,17.732,4.491,22.761
2723,144.375,clean,0.553607,0.553607,0.002349,0.004502,0.011948,0.005023,0.032677,0.074275,0.008349,0.022997,0.249274,0.034998,17.449,4.460,22.400
2724,144.426,clean,0.565364,0.565364,0.002447,0.004777,0.012763,0.005221,0.034739,0.077670,0.008251,0.023259,0.230553,0.034955,17.228,4.460,22.219
2725,144.479,clean,0.594610,0.594610,0.002301,0.005696,0.008133,0.004543,0.045874,0.064063,0.007273,0.022734,0.209944,0.034830,17.448,4.474,22.469
2726,144.532,clean,0.520309,0.520309,0.002547,0.003733,0.020266,0.005762,0.023347,0.090885,0.010142,0.024005,0.261441,0.037562,17.406,4.494,22.374
2727,144.584,clean,0.460856,0.460856,0.002922,0.004153,0.026171,0.006986,0.020735,0.101621,0.010480,0.025183,0.306514,0.034379,17.400,4.455,22.341
2728,144.635,clean,0.540050,0.540050,0.002404,0.004619,0.012524,0.005079,0.030127,0.076507,0.008222,0.022753,0.263212,0.034503,17.245,4.500,22.215
2729,144.688,clean,0.581867,0.581867,0.001982,0.003616,0.011163,0.004135,0.025911,0.075159,0.006242,0.021202,0.237859,0.030865,17.818,4.554,22.866
2730,144.740,clean,0.555546,0.555546,0.001970,0.005185,0.007579,0.004206,0.033458,0.061811,0.006319,0.019230,0.277723,0.026973,17.263,4.439,22.179
2731,144.792,clean,0.566028,0.566028,0.002207,0.004286,0.011936,0.004737,0.030533,0.073631,0.007576,0.021231,0.245523,0.032313,17.518,4.459,22.456
2732,144.844,clean,0.567197,0.567197,0.002163,0.004154,0.011442,0.004576,0.029513,0.074799,0.007420,0.022518,0.242696,0.033521,17.287,4.507,22.274
2733,144.896,clean,0.478645,0.478645,0.002442,0.003141,0.029585,0.006008,0.014216,0.107924,0.009168,0.022765,0.295401,0.030706,17.495,4.450,22.440
2734,144.948,clean,0.577520,0.577520,0.002428,0.004125,0.013542,0.004773,0.030319,0.081221,0.008017,0.023558,0.219231,0.035267,17.221,4.459,22.200
2735,145.001,clean,0.563174,0.563174,0.002361,0.005058,0.009826,0.004698,0.036574,0.067119,0.009394,0.021708,0.243677,0.036411,17.431,4.469,22.390
2736,145.054,clean,0.593698,0.593698,0.002267,0.004174,0.011068,0.004488,0.032493,0.075652,0.007589,0.022979,0.208364,0.037227,17.773,4.454,22.768
2737,145.106,clean,0.629004,0.629004,0.001928,0.004047,0.008315,0.004024,0.039019,0.068353,0.006057,0.021307,0.185232,0.032714,17.587,4.487,22.633
2738,145.158,clean,0.609174,0.609174,0.002043,0.003508,0.012885,0.004391,0.029141,0.080226,0.006816,0.022168,0.197072,0.032576,17.297,4.453,22.247
2739,145.210,clean,0.570400,0.570400,0.002402,0.003495,0.018406,0.005526,0.028576,0.089573,0.009232,0.024340,0.208109,0.039941,18.038,4.492,23.047
2740,145.263,clean,0.560066,0.560066,0.002752,0.003786,0.020211,0.005853,0.030012,0.094463,0.008572,0.027229,0.207534,0.039522,16.956,4.446,21.951
2741,145.315,clean,0.538422,0.538422,0.002479,0.002683,0.031296,0.006330,0.020418,0.113462,0.008959,0.025119,0.212374,0.038458,17.500,4.467,22.507
2742,145.368,clean,0.587872,0.587872,0.002244,0.004258,0.010624,0.004359,0.032139,0.078165,0.006265,0.023416,0.214038,0.036622,17.550,4.455,22.478
2743,145.419,clean,0.601360,0.601360,0.002178,0.003763,0.012452,0.004379,0.030406,0.079948,0.007108,0.021598,0.201392,0.035418,17.034,4.466,22.050
2744,145.471,clean,0.544679,0.544679,0.002643,0.003380,0.024105,0.006246,0.025351,0.098864,0.010920,0.025145,0.218116,0.040552,17.725,4.623,22.854
2745,145.524,clean,0.538229,0.538229,0.002426,0.002741,0.030766,0.006237,0.019159,0.109339,0.009577,0.023861,0.221369,0.036296,17.630,4.495,22.608
2746,145.577,clean,0.562071,0.562071,0.002682,0.004213,0.016440,0.005578,0.033612,0.088194,0.009003,0.025679,0.211939,0.040589,17.784,4.542,22.812
2747,145.630,clean,0.590525,0.590525,0.002481,0.004838,0.011999,0.005427,0.045709,0.074826,0.008635,0.024829,0.191062,0.039669,17.836,4.487,22.872
2748,145.682,clean,0.553633,0.553633,0.002598,0.003400,0.022943,0.006295,0.028409,0.097670,0.008818,0.026542,0.210275,0.039416,17.816,4.467,22.816
2749,145.735,clean,0.581000,0.581000,0.002453,0.003079,0.021644,0.005433,0.025270,0.092573,0.008809,0.024961,0.194003,0.040776,18.365,4.489,23.315
2750,145.789,clean,0.652746,0.652746,0.001633,0.004207,0.005729,0.003273,0.040254,0.061349,0.004857,0.019683,0.175406,0.030862,18.437,4.503,23.432
2751,145.841,clean,0.630410,0.630410,0.001929,0.004188,0.008215,0.003976,0.039802,0.068191,0.006123,0.021547,0.180726,0.034890,17.423,4.451,22.400
2752,145.893,clean,0.610110,0.610110,0.002116,0.004179,0.010580,0.004608,0.039296,0.074792,0.006491,0.022617,0.189357,0.035853,17.342,4.444,22.318
2753,145.944,clean,0.547032,0.547032,0.002200,0.004700,0.010548,0.004800,0.031586,0.068815,0.008060,0.021468,0.269784,0.031008,17.332,4.524,22.374
2754,145.997,clean,0.512177,0.512177,0.002576,0.004790,0.014035,0.005472,0.027989,0.075886,0.009451,0.022873,0.290636,0.034115,17.563,4.521,22.616
2755,146.051,clean,0.494742,0.494742,0.002957,0.004628,0.020204,0.006214,0.027184,0.088415,0.011150,0.025588,0.283227,0.035692,18.156,4.517,23.223
2756,146.104,clean,0.489709,0.489709,0.002844,0.003455,0.031043,0.006494,0.018450,0.109816,0.011950,0.023165,0.265001,0.038073,17.021,4.468,21.966
2757,146.156,clean,0.494427,0.494427,0.003095,0.003700,0.031915,0.007243,0.022698,0.103284,0.013020,0.026034,0.254805,0.039779,17.293,4.467,22.249
2758,146.209,clean,0.499647,0.499647,0.002938,0.003393,0.032588,0.006799,0.020172,0.105367,0.011469,0.025768,0.254763,0.037097,17.674,4.520,22.678
2759,146.261,clean,0.480878,0.480878,0.002698,0.003832,0.026810,0.006533,0.019622,0.102331,0.010739,0.023283,0.289996,0.033278,17.323,4.451,22.277
2760,146.312,clean,0.462693,0.462693,0.003005,0.004607,0.021508,0.006291,0.021211,0.089503,0.011118,0.024605,0.319579,0.035880,17.192,4.450,22.132
2761,146.368,clean,0.482926,0.482926,0.002950,0.004795,0.019264,0.006563,0.027736,0.078363,0.014125,0.024581,0.299055,0.039641,16.793,4.464,21.750
2762,146.420,clean,0.497298,0.497298,0.002616,0.003855,0.022162,0.006054,0.021749,0.090157,0.011807,0.023015,0.285697,0.035589,17.283,4.458,22.219
2763,146.472,clean,0.509169,0.509169,0.002236,0.005413,0.009284,0.004670,0.028956,0.061218,0.008235,0.019557,0.321734,0.029528,17.432,4.442,22.346
2764,146.523,clean,0.446626,0.446626,0.002317,0.001671,0.085904,0.007035,0.005486,0.075876,0.012421,0.012011,0.333158,0.017495,17.090,4.450,21.997
2765,146.575,clean,0.532713,0.532713,0.002715,0.003036,0.029229,0.006251,0.021560,0.108345,0.009676,0.025669,0.223651,0.037154,17.303,4.534,22.393
2766,146.627,clean,0.501262,0.501262,0.002663,0.002529,0.048248,0.007479,0.014910,0.116216,0.011038,0.024245,0.237164,0.034246,17.674,4.484,22.748
2767,146.680,clean,0.559549,0.559549,0.002487,0.003864,0.017534,0.005637,0.028909,0.082739,0.010365,0.023420,0.227123,0.038373,17.540,4.480,22.573
2768,146.732,clean,0.508883,0.508883,0.002562,0.002785,0.037565,0.006627,0.016069,0.110764,0.011939,0.022375,0.246402,0.034028,17.715,4.523,22.725
2769,146.784,clean,0.536689,0.536689,0.002722,0.003477,0.024675,0.006236,0.024931,0.100591,0.009886,0.025200,0.227321,0.038271,16.929,4.508,21.918
2770,146.837,clean,0.544358,0.544358,0.002522,0.002831,0.029231,0.006133,0.020772,0.105435,0.009658,0.024911,0.216800,0.037348,17.531,4.501,22.566
2771,146.889,clean,0.540992,0.540992,0.002349,0.002739,0.028623,0.006045,0.019371,0.107782,0.008594,0.023924,0.224868,0.034714,17.592,4.461,22.535
2772,146.941,clean,0.544653,0.544653,0.002664,0.002943,0.033805,0.006609,0.021219,0.106157,0.011043,0.023991,0.207099,0.039816,17.078,4.470,22.084
2773,146.994,clean,0.520687,0.520687,0.002879,0.003084,0.040023,0.007773,0.023265,0.115839,0.012428,0.027036,0.204850,0.042134,17.643,4.505,22.684
2774,147.045,clean,0.531853,0.531853,0.002449,0.002841,0.029398,0.006237,0.020092,0.107732,0.009457,0.024092,0.229956,0.035893,17.207,4.458,22.208
2775,147.097,clean,0.509612,0.509612,0.002625,0.004065,0.019582,0.005818,0.023854,0.086723,0.010883,0.023493,0.278551,0.034795,17.207,4.449,22.139
2776,147.149,clean,0.515265,0.515265,0.002697,0.003134,0.034130,0.006833,0.019885,0.109064,0.012347,0.022974,0.237454,0.036216,17.680,4.500,22.670
2777,147.201,clean,0.517061,0.517061,0.002643,0.003664,0.023485,0.006179,0.023370,0.094930,0.011344,0.023539,0.256312,0.037474,17.195,4.487,22.167
2778,147.254,clean,0.564101,0.564101,0.002204,0.003522,0.016096,0.005039,0.025865,0.085028,0.008048,0.022364,0.233875,0.033858,17.498,4.479,22.527
2779,147.307,clean,0.549683,0.549683,0.002493,0.003673,0.018484,0.005682,0.027555,0.085215,0.009668,0.023729,0.238237,0.035581,17.459,4.495,22.482
2780,147.360,clean,0.571265,0.571265,0.002276,0.003330,0.017922,0.005350,0.026391,0.092615,0.007572,0.024194,0.212223,0.036863,17.880,4.535,22.903
2781,147.412,clean,0.574605,0.574605,0.002199,0.003634,0.014542,0.004892,0.027082,0.083301,0.007187,0.022582,0.224514,0.035462,16.935,4.501,21.921
2782,147.464,clean,0.493865,0.493865,0.002476,0.002007,0.068929,0.007451,0.009655,0.096022,0.012077,0.016832,0.265786,0.024899,17.389,4.466,22.382
2783,147.517,clean,0.522854,0.522854,0.002740,0.002947,0.036374,0.007353,0.021864,0.116665,0.009891,0.027877,0.212386,0.039048,17.632,4.475,22.654
2784,147.569,clean,0.573543,0.573543,0.002469,0.003496,0.019403,0.005388,0.027430,0.093453,0.008345,0.024472,0.203452,0.038550,17.791,4.469,22.821
2785,147.622,clean,0.546418,0.546418,0.002579,0.003797,0.018693,0.005361,0.025622,0.093498,0.008423,0.024527,0.232912,0.038169,18.206,4.511,23.271
2786,147.675,clean,0.532995,0.532995,0.002686,0.003033,0.031788,0.006572,0.021578,0.107198,0.011313,0.024312,0.217564,0.040961,18.181,4.435,23.201
2787,147.727,clean,0.526711,0.526711,0.002718,0.003305,0.028814,0.006367,0.022210,0.105505,0.010342,0.024438,0.229009,0.040582,17.632,4.478,22.603
2788,147.780,clean,0.513048,0.513048,0.002352,0.002123,0.052838,0.006536,0.011059,0.104204,0.011416,0.018579,0.249279,0.028567,17.533,4.454,22.472
